AcresBurned,lat,long
41,34.10446,-118.70294
41,35.05076,-118.90004
40,33.96514,-117.4764
40,33.90327,-116.50151
40,34.13534,-117.4982
40,40.70627,-122.24199
40,35.59302,-118.46734
40,41.98128,-124.01168
40,41.02705,-123.63721
40,40.29831,-122.70449
40,38.86056,-122.62382
40,36.66684,-121.74826
39,37.896778,-120.504134
39,39.06522,-121.3519
39,38.07481,-122.23004
38,37.9775,-122.65749
38,37.85137,-120.45268
37,40.774,-122.309
36,37.65963,-120.34802
36,33.1683,-116.77342
35,33.74925,-117.10301
35,38.08055,-122.77846
35,33.99316,-117.48405
35,38.45822,-120.92162
35,35.37351,-118.84134
35,33.96419,-117.20507
34,34.21829,-117.40625
34,33.73547,-117.33364
34,40.03697,-123.64214
34,36.85596,-121.30983
33,33.763304,-117.314994
33,33.584036,-116.972036
33,35.60633,-118.4642
32,40.804,-123.375
32,40.79902,-123.39253
32,33.62613,-117.07975
32,35.90092,-120.93371
32,35.902149,-120.983684
31,36.5858,-121.80377
31,36.099681,-120.443545
31,35.60001,-118.4683
30,34.52055,-118.62882
30,40.27582,-123.64281
30,33.96896,-117.25411
29,38.77921,-120.46234
29,40.29118,-122.42606
28,39.8255,-121.7127
28,41.4844,-120.36659
28,41.93323,-124.19629
28,33.79925,-117.11659
27,41.64469,-120.31814
27,33.82165,-116.96079
26,39.03168,-121.40947
26,33.71025,-117.31924
26,33.94788,-116.59719
25,33.18716,-116.50897
25,35.76343,-121.04445
25,32.59252,-116.61609
25,40.71923,-122.02525
25,32.7789,-116.8516
25,37.02081,-119.95136
25,34.29931,-118.37539
25,32.679,-116.29296
23,33.50488,-117.02132
22,37.77982,-122.169
22,38.20176,-120.67848
22,38.68347,-122.2654
21,35.41112,-120.00353
21,39.01748,-122.49327
21,36.10858,-118.81979
21,39.364,-121.4143
21,36.35578,-120.99552
20,40.88516,-123.96844
20,38.51937,-123.24713
20,40.20077,-122.24731
20,37.65986,-120.31157
20,34.139,-117.199
20,39.13207,-123.10227
20,33.52584,-116.85226
20,37.86549,-122.2102
20,35.983,-119.91508
20,35.77082,-120.92482
19,33.88994,-116.91023
19,39.06414,-121.13737
19,33.797216,-117.124538
19,40.39799,-123.57562
19,37.81827,-120.65764
19,40.703775,-122.645079
19,35.71704,-118.30601
18,38.26294,-122.71998
18,39.53944,-121.54722
18,36.61332,-120.7109
18,36.1727,-120.86682
17,37.41231,-119.87465
17,40.92602,-121.5935
17,40.69259,-122.17384
17,35.556667,-120.474
17,36.2771,-120.94328
17,33.88466,-116.99229
16,35.188,-119.2877
16,34.04412,-116.55326
16,36.96642,-119.58292
15,39.87983,-122.5415
15,39.16826,-120.95498
15,41.45589,-120.56933
15,35.947,-120.87492
15,38.19906,-120.83484
15,33.56777,-116.08003
14,34.71796,-120.27077
14,34.605358,-120.414875
14,39.8629,-121.6268
14,35.80375,-120.52508
14,33.97155,-117.44148
13,37.89532,-120.84748
13,38.69775,-120.73757
13,38.67474,-121.06088
13,34.304722,-117.3125
12,39.44257,-121.60683
12,35.6879,-120.3317
12,33.7866,-117.5048
12,37.21812,-121.07761
11,38.70289,-122.90217
11,33.913089,-117.096233
10,40.24789,-122.255
10,37.76888,-120.15846
10,37.10067,-119.32109
10,38.34421,-120.72274
10,34.23925,-117.85182
10,39.36902,-120.97586
10,40.48972,-122.38619
10,33.77896,-117.24091
10,39.50475,-121.33785
10,33.91806,-116.99321
10,39.08382,-121.06656
10,33.90965,-116.9669
10,35.564124,-118.796513
10,33.87107,-116.88097
10,39.23205,-121.376
10,34.87128,-118.35296
10,33.94673,-117.17773
10,36.44141,-121.34695
0,38.36685,-122.64001
0,38.31802,-122.39052
0,37.73596,-119.78256
0,41.702,-123.508
0,41.338,-120.304
0,39.75425,-122.17657
0,40.6361,-120.9643
0,41.86609,-122.73031
0,33.43513,-117.58252
0,41.841,-123.474
0,36.51912,-119.50606
0,35.85253,-120.80411
0,39.51158,-121.55633
410203,39.243283,-123.103367
410203,39.243283,-123.103367
410203,39.243283,-123.103367
410203,39.243283,-123.103367
229651,40.65428,-122.62357
229651,40.65428,-122.62357
153336,39.8134,-121.4347
96949,34.235,-118.70128
96949,34.235,-118.70128
96901,37.6549,-119.88581
90288,38.80583,-122.18183
90288,38.80583,-122.18183
63311,40.9425,-122.43
63311,40.9425,-122.43
48920,39.04786,-123.11971
48920,39.04786,-123.11971
48920,39.04786,-123.11971
46150,40.896,-122.219
39387,41.38544,-121.04386
38008,41.893332,-122.534655
36450,38.349,-119.929
23136,33.69888,-117.52055
18703,40.633536,-120.868091
15185,39.0674,-122.59848
12300,38.052055,-120.945482
6974,38.347395,-119.45186
4564,37.39339,-120.34207
4531,34.22685,-118.93444
4064,37.571,-119.118
3889,40.22027778,-122.18
3716,40.35068,-121.77867
3674,41.07944,-123.688056
3380,34.48229,-118.60858
2995,35.97896,-119.98329
2956,39.94355,-122.3571
2950,35.37444,-118.83556
2883,36.6734,-118.21881
2490,38.69601,-122.44468
2290,39.64978,-122.58218
2225,35.847778,-120.343056
2162,38.431278,-122.043747
2100,41.29363,-120.11461
2070,37.40208,-118.50235
1900,40.99344,-121.52225
1756,36.85156,-120.77206
1751,40.616251,-123.52019
1678,40.50318,-122.42308
1500,38.21396,-121.9424
1500,35.73629,-120.75593
1352,34.5486,-118.31138
1350,34.095568,-116.958806
1314,36.40755,-120.99322
1265,36.71537,-118.08449
1261,33.62924,-117.05992
1200,39.186144,-121.792885
1120,39.268611,-120.658333
1014,35.11416667,-120.0922222
993,35.387408,-118.817934
972,39.82877,-123.08489
962,39.77124,-121.76859
856,40.33682,-121.93908
825,38.42623,-120.95408
822,38.59694444,-121.9938889
700,38.82426,-121.451307
668,35.79012,-118.7393
650,36.00912,-120.82226
646,40.3768,-120.36403
640,37.75646,-121.60646
573,37.83388,-120.61746
550,39.36529,-121.51707
513,36.378333,-120.901167
504,32.833674,-116.7311
484,37.75375,-121.57918
441,40.316137,-120.45053
400,36.35502,-121.1563
375,35.95515,-120.86256
367,35.51777778,-118.6525
365,33.07892,-116.91845
360,37.38789,-119.68912
347,39.59872,-121.78208
338,37.735461,-118.970443
328,40.52909,-122.17457
320,37.449425,-121.88807
316,38.539806,-121.059979
300,40.60402,-122.9144
300,37.10181,-119.623981
300,33.389425,-117.502405
290,38.061298,-120.872244
289,37.197039,-120.002619
282,33.836101,-117.607577
278,36.65351,-121.0454
268,37.94714,-121.9921
268,40.18395,-122.27574
265,32.63046,-116.46674
261,40.34256,-121.43025
260,35.33916,-120.71488
258,34.0232,-119.76576
250,33.076239,-116.902985
247,37.89612,-121.85847
224,41.70877,-122.47293
215,41.085,-123.051
215,36.37532,-120.862579
207,33.41476,-117.24044
205,33.571763,-116.500058
200,34.91482,-118.92485
200,37.33924,-120.24315
191,39.491737,-121.637759
186,34.26734825,-118.6438159
185,37.05876,-121.176354
175,37.97638,-122.5275
175,33.55132,-117.72044
172,34.576944,-119.61416
170,40.12791,-122.19792
167,36.18401,-120.69955
167,40.34822,-120.82497
166,34.2325,-117.846111
163,37.80785,-120.30187
160,38.45673,-121.94658
155,40.36888889,-122.8905556
155,33.787838,-117.746625
154,33.925862,-117.654299
152,38.02447,-122.727
150,34.30166667,-119.0991667
150,35.97677,-121.24898
150,38.94388,-120.92611
147,34.18075,-117.43184
136,38.08424,-120.46078
135,38.51943,-122.18353
128,34.38039,-118.60441
127,39.46543,-122.65582
127,41.65935,-122.48556
125,34.15475,-117.244366
120,36.47766,-119.10433
117,39.996944,-121.27
116,36.59036,-120.82355
116,37.06367,-121.53586
115,37.707234,-120.199162
114,35.56888889,-118.8013889
113,34.463889,-119.831389
110,34.62412,-120.22298
108,36.75581,-119.42172
106,38.8802,-123.0496
103,39.02017,-122.57496
103,40.31759,-122.21032
100,33.0971179,-117.0242529
100,36.21634,-118.82989
100,34.22526,-117.40967
100,35.56922,-120.12441
96,35.9352,-121.11936
95,35.1234,-118.72905
90,39.038859,-123.38493
89,40.94666,-121.27049
88,40.83116,-120.19336
88,37.179167,-119.431667
88,37.056944,-121.01638
80,39.06715,-122.59789
80,37.95766,-120.68902
77,34.54305556,-120.3180556
76,40.5939,-122.17173
76,36.696879,-119.304499
75,39.2976,-122.512012
75,39.65578,-122.58666
73,33.67815,-117.32281
70,37.22545,-121.79189
70,37.66074,-121.67144
70,40.394073,-122.135924
70,33.504964,-117.148204
68,37.08529,-121.09354
67,38.645,-120.874167
67,39.279833,-123.258319
66,38.82128,-121.03918
64,36.64832,-121.03253
63,37.1769444,-121.6869444
63,40.741186,-122.649626
63,33.56349,-116.732032
63,41.83359,-122.99272
63,37.32744,-121.10903
62,34.86022,-118.87881
62,34.53765,-118.75495
62,38.24033,-121.09199
60,40.346652,-122.308479
60,38.8275,-122.3625
60,37.14663,-119.91223
60,35.58354,-120.624135
60,35.663607,-120.670311
60,34.74245,-120.18236
59,33.35505,-117.03134
58,35.17693,-120.48861
56,40.95234,-121.21597
56,37.79718,-121.85311
56,37.0979,-119.75307
53,34.24138,-117.42431
53,40.33642,-120.93005
53,37.47677,-119.84299
52,41.50105,-120.61108
51,35.30151,-120.64398
51,40.824,-121.90215
51,37.163594,-121.702547
50,38.91152,-122.86854
50,40.27754,-122.11375
50,35.96689,-121.28185
48,37.69926,-122.02805
45,37.86339,-122.12351
45,38.07135,-122.76751
43,39.57202,-121.43131
40,33.56921,-116.154398
40,37.28365,-119.97546
40,37.779209,-121.908976
40,39.549167,-121.521111
39,36.796,-121.40604
38,40.60866,-122.38366
38,32.78031,-117.06782
37,35.64917,-120.71907
37,41.58233,-122.33769
36,38.981389,-122.97222
36,33.640051,-117.085354
35,39.62194,-123.28774
35,33.759722,-117.460278
35,40.95673,-121.6002
35,36.83036,-121.36446
34,35.17156,-118.51651
34,37.71173,-121.55604
34,36.42638,-118.70443
33,39.84151,-121.62168
33,40.00293,-122.44008
33,34.17711,-117.15381
32,36.938674,-119.3127769
32,33.97902,-117.20534
32,41.08583,-121.05722
32,38.886518,-122.476381
31,40.62693,-122.23449
30,37.33563,-121.75815
30,37.99618,-122.14097
30,37.533026,-121.79733
30,33.85852,-117.43521
30,35.68539,-120.95157
30,38.595865,-121.17693
30,35.92436,-119.94083
28,32.557566,-116.8663
27,41.791859,-122.513883
26,35.826333,-118.9821
25,33.80406,-116.93188
25,38.015323,-121.998967
25,35.71859,-120.64028
24,38.91842,-122.85276
23,33.946896,-117.066643
23,37.99113,-121.86473
23,40.201826,-122.29388
22,37.69965,-120.0545
21,33.86439,-117.48144
20,37.81111,-121.7944
20,37.61158,-121.94182
20,37.07793,-121.600023
20,37.627119,-121.806775
20,33.524412,-116.821724
20,39.602703,-121.617698
20,34.110516,-118.427886
20,39.89075,-120.18499
18,33.40178,-117.27467
18,33.88744,-117.16232
17,37.0125,-122.046
17,38.265645,-120.892404
17,33.742,-117.28189
16,39.10494,-121.07039
16,41.34453,-123.85404
16,37.21803,-121.76828
15,41.94046,-122.43933
15,41.52123,-120.72362
15,33.467999,-117.003829
15,33.711263,-116.164058
14,33.05737,-116.77154
14,35.70086,-120.97339
14,39.99309,-120.02137
14,38.64953,-122.01762
13,40.678889,-122.400556
13,33.04898,-116.78928
13,36.10499,-120.55324
12,40.49618,-122.51597
12,38.7448,-120.65672
12,34.171786,-117.35606
12,37.22791,-119.50461
12,37.97638,-122.5275
12,33.40769,-117.22974
12,41.64805,-122.98442
12,35.75737,-120.91793
12,38.16303,-122.23059
12,37.73835,-121.6039
12,33.12213,-116.58759
11,39.66492,-121.51772
11,37.19817,-119.80414
11,33.47413,-117.31468
11,40.4635,-121.77419
10,37.12857,-122.12036
10,40.888785,-124.001849
10,39.93427,-121.54103
10,33.627006,-117.171731
10,38.27229,-122.26389
10,41.632373,-122.37985
10,32.619855,-116.764733
10,39.6139,-121.954098
10,35.05747,-120.39295
10,35.77017,-120.57833
10,38.245151,-122.44408
10,32.75072,-116.92404
10,39.80827,-122.3307
10,33.45014,-117.22215
10,33.53924,-116.10231
0,39.71217,-121.77385
0,40.70258,-123.55012
1806,34.282179,-118.803389
1300,37.536069,-120.177018
1011,33.9925,-117.059167
605,40.00171,-122.25421
494,34.01778,-117.4625
355,38.838992,-121.325842
289,35.79069,-120.73102
289,35.79069,-120.73102
149,37.241427,-120.027731
137,36.319291,-120.460189
107,40.900458,-121.320838
75,33.8615,-116.897333
40,37.828267,-122.103867
37,33.259861,-117.027333
35,37.62782,-121.68598
35,37.420988,-121.371276
30,40.463936,-122.435492
27,38.115224,-120.78068
26,34.202883,-116.4449
25,32.794768,-116.839743
22,38.538467,-120.965105
22,37.093243,-121.586846
15,38.045866,-122.245186
12,33.463991,-116.914799
10,39.613783,-123.458782
10,37.178353,-122.07743
77758,38.792458,-122.780053
54612,40.061389,-120.680556
14217,41.79591,-121.260305
10296,37.034,-118.345
9999,34.302212,-118.997115
8838,40.12,-122.64
8799,34.32988,-118.48161
5737,41.748,-121.056
5563,37.604638,-119.96606
5332,40.109,-122.789
4840,37.826,-118.872
4615,34.472778,-118.368056
3435,38.724,-120.145
3380,40.593,-120.581
3126,34.5025,-119.785
2546,36.28426,-120.94771
2534,40.036379,-122.637837
2512,38.88978,-122.23922
2500,35.72057,-119.62762
2438,39.892222,-120.029722
2422,37.46577,-121.28312
1975,36.284,-118.228
1926,33.528469,-117.273157
1872,41.862237,-122.662258
1764,35.66318,-120.41128
1507,32.573437,-116.658735
1350,39.28926,-121.85906
1301,42.033,-122.175
1165,39.631945,-119.769881
1127,35.343761,-119.913717
1020,40.943799,-120.275298
974,35.63111111,-120.2691667
835,35.30759,-119.96498
757,37.908362,-121.872941
756,36.40193,-119.030621
745,34.098191,-118.478717
703,39.22431,-123.12887
604,38.751648,-121.432636
600,40.715556,-122.241944
600,37.25988,-121.09375
526,38.165873,-122.211671
525,33.919507,-117.103765
520,33.4853,-117.043723
496,39.45296,-121.412619
448,32.575556,-117.026667
448,35.60989,-118.41204
423,37.532028,-120.208019
420,34.484722,-120.190833
381,36.151,-118.185
350,33.975405,-117.207068
328,33.985972,-117.414111
316,35.908333,-120.984167
300,39.622137,-121.693472
283,37.63206,-121.538382
280,41.150392,-122.634108
280,36.008889,-121.466944
279,34.71011,-119.3547
263,40.679318,-120.392768
260,44.734,-120.606
257,36.18479,-118.99229
250,33.9369,-117.3063
244,40.062304,-123.222196
244,37.524378,-120.296551
240,37.708743,-121.841879
227,41.4929742,-123.2129356
225,39.005262,-123.195306
220,35.214364,-120.455883
214,33.911,-116.980528
213,37.016944,-119.934167
210,37.312877,-120.242411
210,37.21638,-121.70768
208,34.9008333,-118.9183333
207,39.28926,-121.85906
202,37.944751,-120.84372
200,34.183,-117.285
200,37.99136,-121.64118
200,34.23955,-119.20187
200,32.787656,-116.806941
200,34.630919,-120.187368
193,40.072739,-120.158273
190,37.32585,-121.110146
190,35.95191,-120.8092
183,38.158333,-122.118889
172,35.03855,-119.19454
167,33.635,-116.801111
167,36.600167,-120.8405
161,35.81778,-120.09715
156,40.484329,-122.159393
156,34.677864,-118.752395
156,33.997528,-117.769766
155,36.28001,-119.10974
150,38.03545,-122.2241
150,32.767649,-116.796032
148,38.73817,-121.39419
145,34.183624,-117.274276
144,37.45899,-121.22093
140,38.07205,-122.22463
139,37.71734,-121.55867
131,40.562,-120.544
131,34.366111,-118.96
130,40.886677,-120.336977
130,39.831762,-123.846013
130,33.650237,-116.172534
128,37.467744,-121.842751
128,41.909,-120.306
121,36.66909,-119.3046
120,33.39684,-117.29665
120,35.57376,-120.11738
115,35.65189,-118.92545
105,34.675542,-118.342239
103,41.43783,-120.23976
100,34.665699,-119.94974
100,32.566389,-116.7525
98,33.900994,-117.170588
97,33.055124,-116.742508
96,33.8128372,-117.1228851
95,35.004722,-120.435278
94,33.740219,-117.333728
91,34.156389,-118.950833
91,41.749667,-123.000833
90,37.962557,-121.468074
90,40.41404,-122.66779
85,38.898915,-120.946657
84,38.3525,-121.123611
83,37.838333,-120.625556
83,41.834366,-122.656569
81,38.455,-121.969167
81,34.42386,-117.10318
81,33.514658,-116.7884
80,39.551423,-121.800538
80,33.77777348,-117.487578
80,32.57394,-116.760465
80,37.433192,-121.807258
80,33.56938,-116.07896
80,39.24678,-121.32399
80,39.24678,-121.32399
75,39.100408,-122.496548
74,37.18904,-121.694968
70,39.15641,-121.56363
68,39.847708,-122.1604
67,37.896231,-122.636471
67,38.20177,-120.827386
66,35.906482,-120.992914
65,39.11536,-120.76088
64,38.481258,-122.143942
63,41.70611111,-123.4375
63,39.98097,-122.30737
62,37.166674,-122.361112
60,37.219717,-121.761974
58,39.470333,-121.412333
58,37.968494,-121.678172
55,40.387772,-120.304341
55,33.57039,-116.1466
53,38.955024,-122.833831
52,35.189783,-120.1755
52,32.87833333,-116.88
50,32.564583,-116.834583
50,37.97911,-122.11092
50,38.622058,-121.114095
50,38.63047,-122.47282
50,39.85484,-121.905
47,37.32555556,-121.7644444
47,35.89593,-118.94106
46,40.46968,-122.54364
46,39.97083,-122.48277
45,33.69078,-114.57265
44,38.017138,-120.945044
43,35.97059,-120.88241
42,34.055768,-118.554091
42,40.4988,-122.19911
38,39.06066,-121.35014
35,37.034183,-121.45597
35,38.652475,-120.826165
35,41.838,-122.845
35,37.44422,-121.84082
34,33.854597,-117.270144
34,33.4506,-116.857817
33,39.171091,-121.423281
33,36.23012,-118.85712
30,35.709176,-120.312856
30,38.07944444,-122.2561111
30,40.55924,-122.25409
30,40.41741,-122.767256
30,37.75427,-121.57382
30,40.61805556,-123.6755556
29,37.066483,-121.219163
29,35.287373,-118.623651
28,38.910498,-122.642572
28,32.62305556,-116.9141667
27,38.75263,-121.39259
26,33.81678,-117.18194
25,38.88913,-122.604425
25,36.154184,-120.634179
25,32.557546,-116.873955
25,32.557546,-116.873955
25,37.469,-121.3697
25,36.14246,-118.80582
24,37.99837,-122.16201
24,38.21416,-122.12214
23,38.02503,-121.9763
22,32.557566,-116.8663
21,37.949747,-120.420058
20,39.088333,-122.309167
20,33.909792,-117.004667
20,38.99174,-122.7751
20,33.69055556,-116.953889
20,33.80493,-117.15738
19,33.849906,-117.461363
19,33.703546,-117.033598
19,37.718636,-121.657011
18,37.429506,-121.336465
17,36.732866,-121.39478
17,37.494136,-121.534827
17,39.76242,-121.73659
17,41.64895,-122.35962
16,40.612556,-122.039167
16,38.703889,-120.890556
15,41.512917,-122.740333
15,34.353667,-117.343833
15,33.30267,-116.97772
13,38.757636,-120.75664
12,37.606,-121.853
12,39.32889,-121.23431
11,34.033117,-117.21545
11,40.314187,-122.070055
11,37.492002,-120.401028
11,37.545167,-121.596667
10,32.762706,-117.097441
10,39.847708,-122.160416
10,38.332083,-120.67131
10,33.496633,-116.631106
10,39.423833,-121.579738
10,41.94622,-122.40157
10,39.83958,-121.957
9,33.827979,-117.499619
2,39.40972222,-121.0005556
0,38.734634,-121.729691
0,33.351145,-117.403719
0,33.45148,-116.05898